Cód.Município,Município,Despesas Empenhadas,Despesas Liquidadas,Despesas Pagas
110001,Alta Floresta D'Oeste,3175356338,3175356338,3155000209
110002,Ariquemes,16734598516,16046014258,16045900258
110003,Cabixi,1440786569,1324035549,1252290572
110004,Cacoal,10045422813,9508498341,9461120476
110005,Cerejeiras,3394374391,3049181714,3013894075
110006,Colorado do Oeste,2544946798,2520796140,2448099218
110007,Corumbiara,1767675495,1630286847,1629061467
110008,Costa Marques,1922738499,1854767447,1850708257
110009,Espigão D'Oeste,3775292426,3500662000,3470047827
110010,Guajará-Mirim,5169266180,4924393489,4886465911
110011,Jaru,6462538902,6376410381,6364360599
110012,Ji-Paraná,17318148326,16505022805,15773817191
110013,Machadinho D'Oeste,4336877652,4131884655,4089791250
110014,Nova Brasilândia D'Oeste,2213853857,2213853857,2206389888
110015,Ouro Preto do Oeste,4672050720,4324451136,4303567926
110018,Pimenta Bueno,6128398717,6092968290,6067414191
110020,Porto Velho,51324739611,49633985915,49539336556
110025,Presidente Médici,2966555214,2769275639,2760507374
110026,Rio Crespo,1094175231,958492216,935604689
110028,Rolim de Moura,8519177661,8419858199,8098577664
110029,Santa Luzia D'Oeste,1414823794,1320676860,1309204645
110030,Vilhena,19957424104,18697584044,18624631699
110032,São Miguel do Guaporé,3135408217,3028577336,3004279137
110033,Nova Mamoré,3744115353,3529831807,3465508259
110034,Alvorada D'Oeste,2085819287,1929617708,1889442805
110037,Alto Alegre dos Parecis,2257849423,1889877819,1889877819
110040,Alto Paraíso,2287374467,2169518571,2169518571
110045,Buritis,3039544139,2858694289,2858421689
110050,Novo Horizonte do Oeste,1604032672,1524757524,1511514403
110060,Cacaulândia,992105829,923327144,917666477
110070,Campo Novo de Rondônia,2020679126,1929455768,1928486982
110080,Candeias do Jamari,3157160667,2763181979,2668821167
110090,Castanheiras,1072472683,1033621128,1032336494
110092,Chupinguaia,2341083716,2265826748,2248491582
110094,Cujubim,2779379371,2407754038,2337258187
110100,Governador Jorge Teixeira,1553251873,1509117038,1509117038
110110,Itapuã do Oeste,1415549883,1376360922,1361160204
110120,Ministro Andreazza,1206638732,1004585425,997803282
110130,Mirante da Serra,1432665160,1410026955,1397636436
110140,Monte Negro,2911149349,2674965153,2608444614
110143,Nova União,932727158,871016265,870496155
110145,Parecis,1232676113,1135771133,1127841218
110146,Pimenteiras do Oeste,1282507682,1239554069,1231973214
110147,Primavera de Rondônia,697315208,687455023,672055023
110148,São Felipe D'Oeste,1121324647,1121324647,1121323947
110149,São Francisco do Guaporé,2827148160,2626034058,2602520014
110150,Seringueiras,2093426330,2093426330,2093426330
110155,Teixeirópolis,737711941,715799840,715519840
110160,Theobroma,1392519156,1346002014,1336170975
110170,Urupá,1864113045,1766460919,1749762029
110175,Vale do Anari,1613327529,1608207677,1588944744
110180,Vale do Paraíso,1160371412,1065828706,1065828706
120001,Acrelândia,1797188569,1676759484,1614192075
120005,Assis Brasil,912340727,899275077,890517605
120010,Brasiléia,2840545736,2707490097,2664716253
120013,Bujari,1170157240,936254793,841271290
120017,Capixaba,1382595535,1323888535,1290489282
120020,Cruzeiro do Sul,9572337314,9400694712,9397150830
120025,Epitaciolândia,2425032738,2361361629,2361092768
120030,Feijó,2391798810,2380168817,2379893753
120032,Jordão,831218191,801627362,788231425
120033,Mâncio Lima,1848692985,1799034662,1798960175
120034,Manoel Urbano,1103059499,1051210916,1051171451
120035,Marechal Thaumaturgo,1770205744,1760680778,1750244442
120038,Plácido de Castro,1763126625,1745538713,1600668305
120039,Porto Walter,1245651891,1231530939,1231530939
120040,Rio Branco,34019847085,32372044315,32220442641
120042,Rodrigues Alves,1939946480,1908186426,1902691437
120043,Santa Rosa do Purus,606303058,606303058,597849102
120045,Senador Guiomard,2236619436,2235513036,2160853769
120050,Sena Madureira,5100284916,4966672796,4777592507
120060,Tarauacá,2758989332,2743916227,2743681627
120070,Xapuri,1886727417,1881794372,1854386657
120080,Porto Acre,1525468115,1418789704,1414669692
130002,Alvarães,3474148699,3474148699,3474148699
130006,Amaturá,1928976519,1928976519,1928976519
130008,Anamã,2281967153,2281967153,2281967153
130010,Anori,3082412703,3082412703,3082412703
130014,Apuí,2592294832,2557092660,2556964660
130020,Atalaia do Norte,2869746740,2869746740,2869743851
130030,Autazes,8673007137,8644464975,8640906979
130040,Barcelos,3318986398,3317741732,3254070174
130050,Barreirinha,3668909899,3667889899,3654031952
130060,Benjamin Constant,5378429974,5375179974,5371985084
130063,Beruri,2417776630,2417379830,2417379830
130068,Boa Vista do Ramos,2315308078,2294863340,2294691652
130070,Boca do Acre,2758282588,2714869834,2671358746
130080,Borba,4419080262,4419080262,4419080262
130083,Caapiranga,2922228107,2922228107,2922228107
130090,Canutama,2342895631,2342825631,2309330777
130100,Carauari,4267057251,4267057251,4267057251
130110,Careiro,8821181359,8821181359,8821181359
130115,Careiro da Várzea,3528786358,3526412119,3438456779
130120,Coari,17599397042,15190617999,15190557999
130130,Codajás,3076577837,2934952484,2900217207
130140,Eirunepé,5220048577,5220048577,5041847230
130150,Envira,2626736188,2626736188,2626736188
130160,Fonte Boa,4804257229,4800169854,4668597235
130165,Guajará,2200896231,2198983031,2198507895
130170,Humaitá,7034321985,6397518578,6258604946
130180,Ipixuna,3923533378,3811902962,3790209355
130185,Iranduba,6748560655,6433845112,6423079969
130190,Itacoatiara,13895579697,12936478679,11680257932
130195,Itamarati,2648562674,2648562674,2648562674
130200,Itapiranga,1900127705,1900127705,1900127705
130210,Japurá,2372695099,2357009327,2336519667
130220,Juruá,2896855866,2838880699,2808756066
130230,Jutaí,4710928919,4704588919,4704468919
130240,Lábrea,4684972503,4684972503,4684972503
130250,Manacapuru,14648410382,14443466800,13839112629
130255,Manaquiri,2811467314,2810288114,2808945005
130260,Manaus,187521174242,180851006385,179434160863
130270,Manicoré,7802482163,7798252163,7798252163
130280,Maraã,2980869073,2980869073,2980869073
130290,Maués,10354388528,10189048747,10189048747
130300,Nhamundá,5528936356,5528409701,5527212482
130310,Nova Olinda do Norte,5024345325,5024345325,5024345325
130320,Novo Airão,2422003686,2415861242,2409492182
130330,Novo Aripuanã,3187243255,3179614447,3177869987
130340,Parintins,16203678879,16203678879,15813527071
130350,Pauini,2940039267,2899171787,2781473840
130353,Presidente Figueiredo,7695006646,7692867990,7640931462
130356,Rio Preto da Eva,5757589471,5756589471,5749270902
130360,Santa Isabel do Rio Negro,4187891046,4187891046,4161018832
130370,Santo Antônio do Içá,3970679020,3962121106,3931113337
130380,São Gabriel da Cachoeira,3864259524,3856427675,3852773675
130390,São Paulo de Olivença,6624609174,6514273592,6514179110
130395,São Sebastião do Uatumã,2232351420,2122886036,2089704918
130400,Silves,2388319985,2207767321,2058395186
130406,Tabatinga,6848619586,6840987585,6822592027
130410,Tapauá,5242212808,5233843518,5216062382
130420,Tefé,11851450877,11851447277,11851447277
130423,Tonantins,3877389449,3876089449,3862423246
130426,Uarini,2477409099,2456029649,2445646849
130430,Urucará,3122150004,3070603859,3024746150
130440,Urucurituba,2791592077,2749205838,2741267581
140002,Amajari,1618391487,1279071975,1160084521
140005,Alto Alegre,2630857911,2165805189,1991626023
140010,Boa Vista,55047452177,52355842482,51863501371
140015,Bonfim,3194643871,2652230146,2442789790
140017,Cantá,3278171706,2854808947,2820013400
140020,Caracaraí,2960323641,2402360865,2198112210
140023,Caroebe,1643705579,1251572103,1195922549
140028,Iracema,3115601399,3099567509,2848931358
140030,Mucajaí,2165684569,2165684569,2040001039
140040,Normandia,1485799489,1485799489,1432964029
140045,Pacaraima,2184545584,2184545584,2102794600
140047,Rorainópolis,5185205306,5039335052,4271469157
140050,São João da Baliza,1271277313,1099156843,1080857071
140060,São Luiz,979164007,979164007,936219687
140070,Uiramutã,1062075380,1032027711,941583134
150010,Abaetetuba,11105383252,11105383252,10704794861
150013,Abel Figueiredo,1008248438,862843150,862843150
150020,Acará,5295830129,5285830129,5285503226
150030,Afuá,2835885092,2705147796,2661918335
150034,Água Azul do Norte,3175192678,3175192678,3010779032
150040,Alenquer,3510683808,3504810978,3499232905
150050,Almeirim,5045409224,5040559307,4986166567
150060,Altamira,12273988726,12273988726,12128032951
150070,Anajás,3115031582,3111008680,3099001041
150080,Ananindeua,37848685948,37632942574,36979728802
150085,Anapu,2468623665,2464757251,2304021434
150090,Augusto Corrêa,4897456943,4888363739,4539373456
150095,Aurora do Pará,3260572591,3259481391,3156982917
150100,Aveiro,1502528862,1502528862,1502528862
150110,Bagre,3303537542,3221444701,3196356245
150120,Baião,3126809641,3027672717,2951331631
150125,Bannach,897331098,897331098,897331098
150130,Barcarena,18776175378,17409682597,14963662752
150140,Belém,148319959278,148222186116,148222186116
150145,Belterra,1808846380,1808846380,1805443043
150150,Benevides,5861553516,5713930542,5576071532
150157,Bom Jesus do Tocantins,2378584484,2378284484,2378284484
150160,Bonito,2198416707,2063358979,2049745615
150170,Bragança,16037115681,15143331112,15039148324
150172,Brasil Novo,3885010264,3772219695,3653679662
150175,Brejo Grande do Araguaia,1241657311,1240911263,1240908263
150178,Breu Branco,5994526970,5994526970,5908111688
150180,Breves,8671531415,8554304590,8163207748
150190,Bujaru,2840624712,2824588528,2726289373
150195,Cachoeira do Piriá,2679341590,2658313254,2642977919
150200,Cachoeira do Arari,1526365732,1415105936,1410519756
150210,Cametá,8650755353,7864375221,7133989997
150215,Canaã dos Carajás,32102592011,29315107956,28967318083
150220,Capanema,6705909152,6705909152,6600966617
150230,Capitão Poço,5038721413,5038721413,4138612971
150240,Castanhal,21438484623,20828328280,18261019457
150250,Chaves,2115261085,2108578281,2080445052
150260,Colares,1358519054,1311425615,1218394252
150270,Conceição do Araguaia,4663092812,4659445723,4591737498
150275,Concórdia do Pará,3074104575,2935157039,2823777214
150276,Cumaru do Norte,2311508991,2311508991,2311508991
150277,Curionópolis,3079072844,2930146809,2843986376
150280,Curralinho,4743321771,4743321771,4542849153
150285,Curuá,1331364790,1331364790,1328317970
150290,Curuçá,3004666701,3000610111,2989431345
150293,Dom Eliseu,5227015007,5227015007,5227014997
150295,Eldorado dos Carajás,4179846572,4179846572,4151112209
150300,Faro,1537196318,1523450764,1396700615
150304,Floresta do Araguaia,3323310338,2823734883,2664503472
150307,Garrafão do Norte,2403782054,2402782054,2373105535
150309,Goianésia do Pará,4530050228,4530050228,4526206331
150310,Gurupá,2677907954,2578130776,2575359754
150320,Igarapé-Açu,3026625777,3025125777,2973387994
150330,Igarapé-Miri,4685332689,4685332689,4670288579
150340,Inhangapi,1526900886,1526900886,1525111878
150345,Ipixuna do Pará,4897398011,4808031626,4764758650
150350,Irituia,3396252446,3396252446,2886342734
150360,Itaituba,9346057039,8969677055,8331074822
150370,Itupiranga,4928666598,4928666598,4502089453
150375,Jacareacanga,3650780521,3594309148,3379392912
150380,Jacundá,4637520140,4629686624,4454015772
150390,Juruti,6417642056,6417642056,6393563111
150400,Limoeiro do Ajuru,2124834280,2117862430,2040506937
150405,Mãe do Rio,2887863263,2887863263,2885153943
150410,Magalhães Barata,899430863,898991863,885650841
150420,Marabá,35869459684,35251198860,34963157737
150430,Maracanã,2986824975,2986824975,2978990326
150440,Marapanim,2628592547,2627690047,2615014105
150442,Marituba,12991240246,12924388353,12427630525
150445,Medicilândia,2400284424,2396397418,2348049086
150450,Melgaço,2257601235,2253082937,2251109541
150460,Mocajuba,3396914384,3396914384,3229358401
150470,Moju,5554232226,5554232226,5547653592
150475,Mojuí dos Campos,2019514792,2014856892,1886516493
150480,Monte Alegre,5631103941,5328214458,5195169032
150490,Muaná,4121263547,4075963550,4056548064
150495,Nova Esperança do Piriá,1998965186,1994602811,1887574642
150497,Nova Ipixuna,2008281238,2008281238,1777691269
150500,Nova Timboteua,1898949443,1898949443,1898949443
150503,Novo Progresso,4614041046,4506730142,4484356793
150506,Novo Repartimento,8019461741,7762761813,7161134869
150510,Óbidos,3580565028,3580565028,3206871564
150520,Oeiras do Pará,2562819167,2562819167,2560178104
150530,Oriximiná,10009691575,9915001103,9150490543
150540,Ourém,2060457928,2056707012,1964194038
150543,Ourilândia do Norte,5490750161,5483735211,5380493583
150548,Pacajá,5074273579,5063511231,4425259375
150549,Palestina do Pará,1149064631,1149064631,1149064601
150550,Paragominas,14873279729,13722427431,13108094182
150553,Parauapebas,50431607345,50257631721,48299962491
150555,Pau D'Arco,1524677076,1524677076,1524677076
150560,Peixe-Boi,797642483,797639123,791190447
150563,Piçarra,1969388569,1892945430,1798635602
150565,Placas,2710771540,2669536557,2581285321
150570,Ponta de Pedras,2688235674,2688235674,2657989087
150580,Portel,5548696467,5548642422,5519966193
150590,Porto de Moz,4557214621,4557214621,4553128271
150600,Prainha,1804905373,1804905360,1794620719
150610,Primavera,1635637526,1635245726,1629436373
150611,Quatipuru,1445212890,1445212890,1426017202
150613,Redenção,9362435648,9354095765,8354135673
150616,Rio Maria,2769557329,2763911329,2735311333
150618,Rondon do Pará,4245321197,4245321197,4157423662
150619,Rurópolis,4181836390,4166681398,4032569719
150620,Salinópolis,4169079170,4100157389,3677391951
150635,Santa Bárbara do Pará,2067571526,2062894171,2042622963
150640,Santa Cruz do Arari,1266221236,1000283084,981071990
150650,Santa Isabel do Pará,5436489153,5381008356,5361060455
150655,Santa Luzia do Pará,1562959506,1557744857,1481415541
150658,Santa Maria das Barreiras,2281110027,2281110027,2156687383
150660,Santa Maria do Pará,2386021251,2326224569,2168541816
150670,Santana do Araguaia,5385346956,5170047380,4773848149
150680,Santarém,32423760814,32408788243,30043857067
150690,Santarém Novo,848388905,639423941,567202876
150700,Santo Antônio do Tauá,2693997419,2672969083,2657633748
150710,São Caetano de Odivelas,2306719603,1667467239,1539607581
150715,São Domingos do Araguaia,2509191465,2485632559,2279753553
150720,São Domingos do Capim,3729956519,3728019719,3727569719
150730,São Félix do Xingu,7590700042,7590700042,7579196564
150740,São Francisco do Pará,1472218951,1345271554,1185457504
150745,São Geraldo do Araguaia,3436673853,3436673853,3435609253
150746,São João da Ponta,760261996,606117334,537945066
150747,São João de Pirabas,2561724630,2549648687,2419144943
150750,São João do Araguaia,1269292688,1157714637,1589311773
150760,São Miguel do Guamá,6377482033,6375079237,5905396215
150770,São Sebastião da Boa Vista,3077333439,3041815886,2991419505
150775,Sapucaia,1172151391,1172151391,1172151391
150780,Senador José Porfírio,1543452755,1538740977,1538740977
150790,Soure,2210904807,2206887977,2188314590
150795,Tailândia,6150983931,6150983931,5970665514
150796,Terra Alta,390000000,390000000,390000000
150797,Terra Santa,1648672172,1648672172,1647991682
150800,Tomé-Açu,6530009381,6530009381,6530009381
150803,Tracuateua,2595525041,2585344041,2489139096
150805,Trairão,1939654358,1939654358,1939654358
150808,Tucumã,4443311487,4410324846,4409016488
150810,Tucuruí,14922699222,14892934228,13808177256
150812,Ulianópolis,4996810079,4946540205,4898131261
150815,Uruará,5219707225,5219707225,5013082088
150820,Vigia,4061478641,4061473001,3915707804
150830,Viseu,4352293884,4338101295,4184682264
150835,Vitória do Xingu,5234028511,5231840425,5214489909
150840,Xinguara,6022476230,6022476230,6022476230
160005,Serra do Navio,1092485617,1055868111,921748874
160010,Amapá,403223059,403223059,403223059
160015,Pedra Branca do Amapari,3683849037,3598320434,3228572730
160020,Calçoene,1356881813,1137103373,1007541060
160021,Cutias,201803305,201803305,201803305
160023,Ferreira Gomes,1383936120,1358403995,1340481614
160025,Itaubal,1255926844,1145050053,1115296962
160027,Laranjal do Jari,4628505087,4444217232,4413393945
160030,Macapá,47075964326,45803530251,42638770528
160040,Mazagão,2599764869,2589425562,2469200307
160050,Oiapoque,752912869,745896644,745896644
160053,Porto Grande,2874917920,2874842920,2639349852
160055,Pracuúba,567260607,536260607,507387689
160060,Santana,9475628673,8898032872,8221283167
160070,Tartarugalzinho,2757169175,2546281716,2449336701
160080,Vitória do Jari,2463672184,2384876438,2339841261
170025,Abreulândia,652073106,650978106,586036554
170030,Aguiarnópolis,753670246,743700372,738296166
170035,Aliança do Tocantins,904775815,904775815,890849838
170040,Almas,1336644160,1326161482,1326161482
170070,Alvorada,1347255752,1340405266,1302316753
170100,Ananás,1463975550,1463975550,1444826268
170105,Angico,562753795,562428795,561102695
170110,Aparecida do Rio Negro,721815136,721815136,709377291
170130,Aragominas,799201484,799201484,799201484
170190,Araguacema,1372996561,1365982561,1323820800
170200,Araguaçu,1208474364,1202474264,1186638788
170210,Araguaína,27601529894,26148032747,25087806939
170215,Araguanã,812562111,808562111,804883254
170220,Araguatins,4125500446,4099203407,3303314940
170230,Arapoema,869329002,864297502,860518594
170240,Arraias,1220838267,1173425009,1157184851
170255,Augustinópolis,2300938550,2206826424,2206826424
170270,Aurora do Tocantins,672164861,534786462,571674045
170290,Axixá do Tocantins,1007149958,1007149958,1007149958
170300,Babaçulândia,1013133557,1013133557,1004927918
170305,Bandeirantes do Tocantins,762606598,761442485,761068310
170307,Barra do Ouro,606142917,601678854,601626845
170310,Barrolândia,821455703,819953980,815131706
170320,Bernardo Sayão,577929626,577929626,577929626
170330,Bom Jesus do Tocantins,697130360,692834360,691209360
170360,Brasilândia do Tocantins,500323099,500323099,500323099
170370,Brejinho de Nazaré,1015890104,988498104,984672796
170380,Buriti do Tocantins,1373163433,1314943771,1314943771
170382,Cachoeirinha,680768775,658344222,654080222
170384,Campos Lindos,1403568380,1191538467,1182527966
170386,Cariri do Tocantins,1146902543,1136335282,1179937888
170388,Carmolândia,426969529,426969529,426469529
170389,Carrasco Bonito,726322223,726019950,721221709
170390,Caseara,924278191,917839900,917839900
170410,Centenário,448317604,438387307,432256515
170460,Chapada de Areia,477465234,476604474,475823379
170510,Chapada da Natividade,592894661,591022161,578772809
170550,Colinas do Tocantins,4913327471,4855835523,4598366742
170555,Combinado,613404420,613404420,613404420
170560,Conceição do Tocantins,726759439,722564449,689629401
170600,Couto de Magalhães,734051420,729377506,727081921
170610,Cristalândia,1301406015,1303756978,1266272553
170625,Crixás do Tocantins,502434134,499959284,486160864
170650,Darcinópolis,667631806,666451806,638975550
170700,Dianópolis,2642359549,2529665776,2529665776
170710,Divinópolis do Tocantins,1220086832,1198606696,1138029650
170720,Dois Irmãos do Tocantins,1162386834,1159034834,1147391459
170730,Dueré,1110228362,1110228362,1109228362
170740,Esperantina,1137796908,1137796908,1134883017
170755,Fátima,636212406,633317406,626904139
170765,Figueirópolis,926656601,926656601,926656601
170770,Filadélfia,1015859898,1015859898,1003314844
170820,Formoso do Araguaia,2657806370,1756016512,2941523949
170825,Fortaleza do Tabocão,594834798,594834798,591475733
170830,Goianorte,1022947104,1022947104,1018118604
170900,Goiatins,1513948301,1513948301,1511054779
170930,Guaraí,3067862661,3037837222,2998942968
170950,Gurupi,10453631182,9942278684,9548061473
170980,Ipueiras,428533764,392220395,383382362
171050,Itacajá,1254036470,1211135747,1204159906
171070,Itaguatins,719074250,719074250,670611427
171090,Itapiratins,663599345,663008437,650819549
171110,Itaporã do Tocantins,750808886,748156278,673757487
171150,Jaú do Tocantins,803806276,797255258,797255258
171180,Juarina,539466045,539466045,537843963
171190,Lagoa da Confusão,1711465755,1668325278,1614815235
171195,Lagoa do Tocantins,691296951,688025025,688024945
171200,Lajeado,1112845105,1112845105,1092787852
171215,Lavandeira,547153881,545513881,536346247
171240,Lizarda,619891648,614276792,613663945
171245,Luzinópolis,560162412,546062412,529629717
171250,Marianópolis do Tocantins,1190213010,1190213010,1165546348
171270,Mateiros,604357503,604357503,604357503
171280,Maurilândia do Tocantins,760108636,752389329,750101203
171320,Miracema do Tocantins,1988955493,1919980540,1908949071
171330,Miranorte,1651082894,1640053011,1573527273
171360,Monte do Carmo,1113558726,1113558726,1048269047
171370,Monte Santo do Tocantins,437060563,430648487,430648487
171380,Palmeiras do Tocantins,1088640080,1080790080,1080790080
171395,Muricilândia,396363110,386233295,358298145
171420,Natividade,1268593556,1267886587,1261903006
171430,Nazaré,732203531,719505913,707507748
171488,Nova Olinda,1286296937,1267140361,1234590429
171500,Nova Rosalândia,697083965,697083965,694251269
171510,Novo Acordo,903840259,883992821,883312371
171515,Novo Alegre,407823350,342757982,493319201
171525,Novo Jardim,480813380,475943380,440194233
171550,Oliveira de Fátima,425761215,371941376,362209693
171570,Palmeirante,1042656860,1041826860,1002729093
171575,Palmeirópolis,1286661956,1285365246,1283137176
171610,Paraíso do Tocantins,5510201686,5348762600,5202550030
171620,Paranã,1838365580,1781248403,1757104287
171630,Pau D'Arco,564126658,564126658,561954188
171650,Pedro Afonso,1777255437,1773955288,1756656095
171660,Peixe,1681446505,1664306577,1654480442
171665,Pequizeiro,1058841344,1055971563,1006089955
171670,Colméia,1183787606,1183787606,1179782465
171700,Pindorama do Tocantins,966352971,965462511,959433737
171720,Piraquê,587284311,584014443,577756911
171750,Pium,1223668253,1221078036,1203205908
171780,Ponte Alta do Bom Jesus,776108066,549208458,491712707
171790,Ponte Alta do Tocantins,1376252982,1356764153,1318533215
171800,Porto Alegre do Tocantins,534380302,534380302,534380302
171820,Porto Nacional,9158377812,9157076576,8287964437
171830,Praia Norte,1045432977,1045432977,1045432977
171840,Presidente Kennedy,670928604,670928404,670928404
171845,Pugmil,537802241,536871440,494785519
171850,Recursolândia,585638762,577982903,572189527
171855,Riachinho,804099923,804099923,795144589
171865,Rio da Conceição,513319239,513319239,513319239
171870,Rio dos Bois,498012312,498012312,495488240
171875,Rio Sono,957188327,956488327,952316001
171880,Sampaio,641449569,641333069,621272689
171884,Sandolândia,719184747,704961267,700850699
171886,Santa Fé do Araguaia,1059315930,1059315930,1056280944
171888,Santa Maria do Tocantins,468729017,461641365,460376505
171889,Santa Rita do Tocantins,683257083,683062083,661702011
171890,Santa Rosa do Tocantins,892639985,888115710,881880611
171900,Santa Tereza do Tocantins,706477720,706477720,637728944
172000,Santa Terezinha do Tocantins,495576973,492330114,489437170
172010,São Bento do Tocantins,1009351132,1008597886,1008597886
172015,São Félix do Tocantins,584260839,539483255,538431755
172020,São Miguel do Tocantins,1169820308,1169820308,1169701808
172025,São Salvador do Tocantins,811134127,810485692,757830314
172030,São Sebastião do Tocantins,729232157,729232157,729232157
172049,São Valério da Natividade,720863344,756783222,734029114
172065,Silvanópolis,1063417839,1061277038,1061277038
172080,Sítio Novo do Tocantins,2325308309,2325308309,2325208309
172085,Sucupira,520067902,509370059,502383299
172090,Taguatinga,1983159373,1979699632,1897666055
172093,Taipas do Tocantins,486029030,486029030,486029030
172097,Talismã,658109275,650623065,650623062
172100,Palmas,41174197392,40997793267,40462437216
172110,Tocantínia,819616735,818792169,815422518
172120,Tocantinópolis,3099464552,3099359552,3091250126
172125,Tupirama,436844528,435744924,432842727
172130,Tupiratins,497916379,497916379,495957395
172208,Wanderlândia,714516964,733975603,726984754
172210,Xambioá,945042943,945042943,945042943
210005,Açailândia,16552905110,16452648860,16430366533
210010,Afonso Cunha,1552957175,1306713912,1284145700
210015,Água Doce do Maranhão,1266382275,1266382275,1203432887
210020,Alcântara,2318083550,2225241485,2132101071
210030,Aldeias Altas,3008817319,3008817319,3008817319
210040,Altamira do Maranhão,1142794543,1142794543,1142794543
210043,Alto Alegre do Maranhão,2515042122,2515042122,2270558658
210047,Alto Alegre do Pindaré,3571931023,3532522315,3385618529
210050,Alto Parnaíba,1300500108,1300500108,1284458477
210055,Amapá do Maranhão,942115731,942115731,929360592
210060,Amarante do Maranhão,4607291067,4607291067,4580857949
210070,Anajatuba,2412822913,2412822913,2448791092
210080,Anapurus,987785853,987785853,987785853
210083,Apicum-Açu,1998569609,1747142584,1912502230
210087,Araguanã,2012750924,2010470774,1997529982
210090,Araioses,1333716408,1333716408,772361011
210095,Arame,3864806841,3864806841,3730800536
210100,Arari,3148005140,3148005140,3060788692
210110,Axixá,794976745,1640336218,1163196980
210120,Bacabal,19070711059,18892738538,18318645000
210125,Bacabeira,2600123346,1598815346,1474897127
210130,Bacuri,2062435659,2062435559,1954064385
210135,Bacurituba,682932905,682932905,682932905
210140,Balsas,16214941728,16214941728,16161283102
210150,Barão de Grajaú,2262631896,2262631896,2262631896
210160,Barra do Corda,9414524582,9760784116,7384498347
210170,Barreirinhas,4785200275,4785200275,4615934350
210173,Belágua,1916008767,1916008767,1836429760
210177,Bela Vista do Maranhão,1621241759,1621241759,1621241759
210180,Benedito Leite,867904526,867904526,867904526
210190,Bequimão,2030773171,2025520606,2025520606
210193,Bernardo do Mearim,1004109611,970389114,952572466
210197,Boa Vista do Gurupi,813267068,813267068,806528496
210200,Bom Jardim,3903557683,3903307683,3730718047
210203,Bom Jesus das Selvas,3688371510,3682611810,3444241277
210207,Bom Lugar,1613531133,1613527513,1575472071
210210,Brejo,3743025150,3743025150,3518434604
210215,Brejo de Areia,876956965,875556965,875556965
210220,Buriti,3194470977,3192379572,3125025742
210230,Buriti Bravo,2522146676,2522146676,2357385233
210232,Buriticupu,8150090424,7905823662,6990562202
210235,Buritirana,1164485501,1164485501,1152836236
210237,Cachoeira Grande,760812867,760812867,760812867
210240,Cajapió,1386476061,1342316228,1341797028
210250,Cajari,2119299246,2119299246,2116371746
210255,Campestre do Maranhão,2158757937,2158757937,2152684537
210260,Cândido Mendes,2007856907,1986660403,1900712922
210270,Cantanhede,2372350201,2350601490,2346128462
210275,Capinzal do Norte,1338493381,1338493381,1338490381
210280,Carolina,2886424860,2858651072,2792671123
210290,Carutapera,2137764719,2117561663,2117539663
210300,Caxias,28038529445,25481781112,22045641566
210310,Cedral,1562940268,1562940268,1529226862
210312,Central do Maranhão,946203995,946203995,910826864
210315,Centro do Guilherme,1503893432,1503863183,1503862993
210317,Centro Novo do Maranhão,1760990675,1760990675,1659135569
210320,Chapadinha,8944414302,8944414302,8450611932
210325,Cidelândia,2340062668,2033792284,1933830882
210330,Codó,11447536148,11447536148,10648664441
210340,Coelho Neto,5508084341,5491623608,4860610157
210350,Colinas,6761500271,6761500271,6386371973
210355,Conceição do Lago-Açu,1855201564,1855201564,1831196315
210360,Coroatá,5655623265,4999459487,4589389714
210370,Cururupu,3194879934,3187260922,3112823750
210375,Davinópolis,1968094019,1933421017,1871791258
210380,Dom Pedro,3327328471,3314038630,3183941937
210390,Duque Bacelar,1627887415,1627880815,1619097362
210400,Esperantinópolis,2850380346,2777041086,2755613377
210405,Estreito,5084850555,5084830555,4649344299
210407,Feira Nova do Maranhão,1141269303,1141269303,1136717640
210408,Fernando Falcão,1727339413,1724743383,1646070842
210409,Formosa da Serra Negra,2507070400,2406280836,2363246097
210410,Fortaleza dos Nogueiras,1365569201,1365569201,1332022577
210420,Fortuna,2435602597,3211813050,2060203849
210430,Godofredo Viana,1888682108,1884750465,1884519615
210440,Gonçalves Dias,1990618263,1805710040,1720964319
210450,Governador Archer,2018615672,1964581958,1948997692
210455,Governador Edison Lobão,2081084442,2042915596,2021482396
210460,Governador Eugênio Barros,2076796963,2076796963,2074319564
210462,Governador Luiz Rocha,914790759,875155518,865491428
210465,Governador Newton Bello,1474249580,1474214580,1472631433
210467,Governador Nunes Freire,3416109053,3416009053,3413360667
210470,Graça Aranha,587569614,587569614,587530614
210480,Grajaú,6991951696,6991926696,6948077693
210490,Guimarães,1738372144,1738372144,1637261210
210500,Humberto de Campos,2403330078,2400120609,2400120609
210510,Icatu,2912033972,2903857147,2896345735
210515,Igarapé do Meio,1862204013,1862204013,1770908037
210520,Igarapé Grande,1852221875,1850358563,1849520938
210530,Imperatriz,40114544352,40114544352,32306202839
210535,Itaipava do Grajaú,2084775052,2069635052,2069585052
210540,Itapecuru Mirim,4422861810,4412828299,4184117412
210542,Itinga do Maranhão,2882659949,2882659949,2882659949
210545,Jatobá,459469660,459469660,459469660
210547,Jenipapo dos Vieiras,1797584617,1797584617,1797504617
210550,João Lisboa,2371829218,2371829218,2371585908
210560,Joselândia,1788138005,1788138005,1693351244
210565,Junco do Maranhão,910305182,570328331,568314091
